"V1"
"1" "217,0.976958525346"
"523" "13,0.956221198157"
"524" "13,0.956221198157"
"525" "13,0.956221198157"
"526" "13,0.905529953917"
"527" "13,0.917050691244"
"528" "13,0.956221198157"
"529" "13,0.956221198157"
"530" "13,0.956221198157"
"531" "13,0.866359447005"
"532" "13,0.926267281106"
"533" "13,0.956221198157"
"534" "13,0.956221198157"
"535" "13,0.854838709677"
"536" "13,0.866359447005"
"537" "13,0.956221198157"
"538" "13,0.841013824885"
"539" "13,0.774193548387"
"540" "13,0.882488479263"
"541" "13,0.866359447005"
"542" "13,0.866359447005"
"543" "13,0.956221198157"
"544" "13,0.956221198157"
"545" "13,0.944700460829"
"546" "13,0.956221198157"
"547" "13,0.904233870968"
"548" "13,0.956221198157"
"549" "13,0.866359447005"
"550" "13,0.755760368664"
"551" "13,0.921658986175"
"552" "13,0.866359447005"
"553" "13,0.928571428571"
"554" "13,0.845622119816"
"555" "13,0.956221198157"
"556" "13,0.866359447005"
"557" "13,0.956221198157"
"558" "13,0.797235023041"
"559" "13,0.933179723502"
"560" "13,0.866359447005"
"561" "13,0.900921658986"
"562" "13,0.956221198157"
"563" "13,0.921658986175"
"564" "13,0.956221198157"
"565" "13,0.866359447005"
"566" "13,0.900921658986"
"567" "13,0.956221198157"
"568" "13,0.841013824885"
"569" "13,0.873271889401"
"570" "13,0.956221198157"
"571" "13,0.956221198157"
"572" "13,0.721198156682"
"573" "13,0.672811059908"
"574" "13,0.831797235023"
"575" "13,0.956221198157"
"576" "13,0.956221198157"
"577" "13,0.956221198157"
"578" "13,0.866359447005"
"579" "13,0.86866359447"
"580" "13,0.956221198157"
"581" "13,0.890518084066"
"582" "12,0.866359447005"
"583" "12,0.841013824885"
"584" "12,0.956221198157"
"585" "12,0.956221198157"
"586" "12,0.900921658986"
"587" "12,0.841013824885"
"588" "12,0.956221198157"
"589" "12,0.956221198157"
"590" "12,0.956221198157"
"591" "12,0.912442396313"
"592" "12,0.585253456221"
"593" "12,0.900921658986"
"594" "12,0.956221198157"
"595" "12,0.956221198157"
"596" "12,0.956221198157"
"597" "12,0.866359447005"
"598" "12,0.956221198157"
"599" "12,0.923963133641"
"600" "12,0.935483870968"
"601" "12,0.956221198157"
"602" "12,0.601382488479"
"603" "12,0.956221198157"
"604" "12,0.956221198157"
"605" "12,0.866359447005"
"606" "12,0.866359447005"
"607" "12,0.956221198157"
"608" "12,0.866359447005"
"609" "12,0.866359447005"
"610" "12,0.956221198157"
"611" "12,0.866359447005"
"612" "12,0.728110599078"
"613" "12,0.758064516129"
"614" "12,0.8133640553"
"615" "12,0.956221198157"
"616" "12,0.905529953917"
"617" "12,0.956221198157"
"618" "12,0.956221198157"
"619" "12,0.47465437788"
"620" "12,0.841013824885"
"621" "12,0.875641869651"
"622" "12,0.866359447005"
"623" "12,0.956221198157"
"624" "12,0.923963133641"
"625" "12,0.956221198157"
"626" "12,0.956221198157"
"627" "12,0.956221198157"
"628" "12,0.956221198157"
"629" "12,0.866359447005"
"630" "12,0.691244239631"
"631" "12,0.956221198157"
"632" "12,0.870967741935"
"633" "12,0.866359447005"
"634" "12,0.847926267281"
"635" "12,0.956221198157"
"636" "12,0.956221198157"
"637" "12,0.956221198157"
"638" "12,0.956221198157"
"639" "12,0.850230414747"
"640" "12,0.774193548387"
"641" "12,0.815668202765"
"642" "12,0.956221198157"
"643" "12,0.956221198157"
"644" "12,0.877880184332"
"645" "12,0.956221198157"
"646" "12,0.774193548387"
"647" "12,0.956221198157"
"648" "12,0.956221198157"
"649" "12,0.956221198157"
"650" "12,0.956221198157"
"651" "12,0.866359447005"
"652" "12,0.815668202765"
"653" "12,0.866359447005"
"654" "12,0.956221198157"
"655" "12,0.866359447005"
"656" "12,0.956221198157"
"657" "12,0.935483870968"
"658" "12,0.903993855607"
"659" "11,0.866359447005"
"660" "11,0.956221198157"
"661" "11,0.956221198157"
"662" "11,0.841013824885"
"663" "11,0.866359447005"
"664" "11,0.506912442396"
"665" "11,0.956221198157"
"666" "11,0.907834101382"
"667" "11,0.859447004608"
"668" "11,0.956221198157"
"669" "11,0.956221198157"
"670" "11,0.956221198157"
"671" "11,0.942396313364"
"672" "11,0.866359447005"
"673" "11,0.956221198157"
"674" "11,0.847926267281"
"675" "11,0.619815668203"
"676" "11,0.956221198157"
"677" "11,0.675115207373"
"678" "11,0.866359447005"
"679" "11,0.956221198157"
"680" "11,0.866359447005"
"681" "11,0.956221198157"
"682" "11,0.921658986175"
"683" "11,0.921658986175"
"684" "11,0.891705069124"
"685" "11,0.956221198157"
"686" "11,0.900921658986"
"687" "11,0.866359447005"
"688" "11,0.956221198157"
"689" "11,0.866359447005"
"690" "11,0.956221198157"
"691" "11,0.956221198157"
"692" "11,0.866359447005"
"693" "11,0.866359447005"
"694" "11,0.884792626728"
"695" "11,0.539170506912"
"696" "11,0.876883796239"
"697" "11,0.956221198157"
"698" "11,0.956221198157"
"699" "11,0.896313364055"
"700" "11,0.866359447005"
"701" "11,0.956221198157"
"702" "11,0.956221198157"
"703" "11,0.956221198157"
"704" "11,0.956221198157"
"705" "11,0.866359447005"
"706" "11,0.956221198157"
"707" "11,0.769585253456"
"708" "11,0.834101382488"
"709" "11,0.956221198157"
"710" "11,0.836405529954"
"711" "11,0.956221198157"
"712" "11,0.956221198157"
"713" "11,0.956221198157"
"714" "11,0.511520737327"
"715" "11,0.866359447005"
"716" "11,0.866359447005"
"717" "11,0.956221198157"
"718" "11,0.956221198157"
"719" "11,0.956221198157"
"720" "11,0.956221198157"
"721" "11,0.956221198157"
"722" "11,0.847926267281"
"723" "11,0.956221198157"
"724" "11,0.956221198157"
"725" "11,0.956221198157"
"726" "11,0.866359447005"
"727" "11,0.847926267281"
"728" "11,0.755760368664"
"729" "11,0.956221198157"
"730" "11,0.866359447005"
"731" "11,0.891705069124"
"732" "11,0.956221198157"
"733" "11,0.956221198157"
"734" "11,0.956221198157"
"735" "11,0.904802328402"
"736" "11,0.956221198157"
"737" "11,0.956221198157"
"738" "11,0.956221198157"
"739" "11,0.866359447005"
"740" "11,0.956221198157"
"741" "11,0.815668202765"
"742" "11,0.956221198157"
"743" "11,0.956221198157"
"744" "11,0.866359447005"
"745" "11,0.956221198157"
"746" "11,0.956221198157"
"747" "11,0.829493087558"
"748" "11,0.725806451613"
"749" "11,0.896313364055"
"750" "11,0.8133640553"
"751" "11,0.956221198157"
"752" "11,0.956221198157"
"753" "11,0.956221198157"
"754" "11,0.866359447005"
"755" "11,0.956221198157"
"756" "11,0.755760368664"
"757" "11,0.923963133641"
"758" "11,0.956221198157"
"759" "11,0.942396313364"
"760" "11,0.866359447005"
"761" "11,0.887096774194"
"762" "11,0.847926267281"
"763" "11,0.956221198157"
"764" "11,0.866359447005"
"765" "11,0.956221198157"
"766" "11,0.956221198157"
"767" "11,0.956221198157"
"768" "11,0.841013824885"
"769" "11,0.866359447005"
"770" "11,0.903225806452"
"771" "11,0.956221198157"
"772" "11,0.640552995392"
"773" "11,0.866359447005"
"774" "11,0.956221198157"
"775" "11,0.898853834338"
"776" "10,0.933179723502"
"777" "10,0.956221198157"
"778" "10,0.956221198157"
"779" "10,0.866359447005"
"780" "10,0.956221198157"
"781" "10,0.956221198157"
"782" "10,0.956221198157"
"783" "10,0.599078341014"
"784" "10,0.866359447005"
"785" "10,0.866359447005"
"786" "10,0.866359447005"
"787" "10,0.877880184332"
"788" "10,0.956221198157"
"789" "10,0.866359447005"
"790" "10,0.956221198157"
"791" "10,0.612903225806"
"792" "10,0.741935483871"
"793" "10,0.866359447005"
"794" "10,0.866359447005"
"795" "10,0.903225806452"
"796" "10,0.956221198157"
"797" "10,0.956221198157"
"798" "10,0.956221198157"
"799" "10,0.905529953917"
"800" "10,0.956221198157"
"801" "10,0.866359447005"
"802" "10,0.633640552995"
"803" "10,0.866359447005"
"804" "10,0.956221198157"
"805" "10,0.956221198157"
"806" "10,0.956221198157"
"807" "10,0.836405529954"
"808" "10,0.956221198157"
"809" "10,0.956221198157"
"810" "10,0.866359447005"
"811" "10,0.89400921659"
"812" "10,0.956221198157"
"813" "10,0.831797235023"
"814" "10,0.866359447005"
"815" "10,0.956221198157"
"816" "10,0.887788018433"
"817" "10,0.808755760369"
"818" "10,0.866359447005"
"819" "10,0.866359447005"
"820" "10,0.933179723502"
"821" "10,0.921658986175"
"822" "10,0.677419354839"
"823" "10,0.900921658986"
"824" "10,0.866359447005"
"825" "10,0.956221198157"
"826" "10,0.956221198157"
"827" "10,0.956221198157"
"828" "10,0.956221198157"
"829" "10,0.956221198157"
"830" "10,0.956221198157"
"831" "10,0.866359447005"
"832" "10,0.866359447005"
"833" "10,0.956221198157"
"834" "10,0.866359447005"
"835" "10,0.956221198157"
"836" "10,0.778801843318"
"837" "10,0.956221198157"
"838" "10,0.866359447005"
"839" "10,0.956221198157"
"840" "10,0.956221198157"
"841" "10,0.956221198157"
"842" "10,0.755760368664"
"843" "10,0.866359447005"
"844" "10,0.841013824885"
"845" "10,0.956221198157"
"846" "10,0.732718894009"
"847" "10,0.866359447005"
"848" "10,0.956221198157"
"849" "10,0.585253456221"
"850" "10,0.956221198157"
"851" "10,0.896313364055"
"852" "10,0.956221198157"
"853" "10,0.866359447005"
"854" "10,0.956221198157"
"855" "10,0.956221198157"
"856" "10,0.956221198157"
"857" "10,0.866359447005"
"858" "10,0.890974485782"
"859" "10,0.956221198157"
"860" "10,0.956221198157"
"861" "10,0.956221198157"
"862" "10,0.956221198157"
"863" "10,0.956221198157"
"864" "10,0.956221198157"
"865" "10,0.741935483871"
